MJD;X;sigma_X;Y;sigma_Y;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;dX;sigma_dX;dY;sigma_dY;bulB/X;bulB/Y;bulB/UT1-UTC;bulB/dX;bulB/dY
54434;-0.028701;0.000054;0.209387;0.000057;-0.2440613;0.0000025;1.4138;0.0028;-0.068;0.152;-0.043;0.102;-.028650;.209540;-.2440500;0.147;0.141
54435;-0.029577;0.000057;0.211038;0.000060;-0.2455565;0.0000050;1.5513;0.0020;-0.078;0.163;-0.026;0.110;-.029590;.211100;-.2455690;0.123;0.102
54436;-0.030650;0.000052;0.212586;0.000059;-0.2471363;0.0000032;1.6062;0.0030;-0.091;0.144;0.001;0.112;-.030670;.212650;-.2471020;0.069;0.021
54437;-0.032010;0.000048;0.214148;0.000059;-0.2487409;0.0000032;1.5772;0.0021;-0.110;0.144;0.023;0.125;-.032020;.214220;-.2487350;0.048;-0.102
54438;-0.033996;0.000033;0.215833;0.000035;-0.2502541;0.0000026;1.4382;0.0022;-0.117;0.294;0.023;0.340;-.034010;.215830;-.2502490;-0.009;-0.093
54439;-0.036699;0.000045;0.217137;0.000057;-0.2515895;0.0000030;1.2156;0.0020;-0.112;0.062;0.009;0.140;-.036730;.217210;-.2515980;-0.007;0.021
54440;-0.039730;0.000045;0.218543;0.000058;-0.2526736;0.0000030;0.9579;0.0020;-0.108;0.062;-0.006;0.140;-.039660;.218580;-.2526650;-0.016;0.122
54441;-0.042313;0.000046;0.219773;0.000060;-0.2535077;0.0000026;0.7074;0.0025;-0.105;0.062;-0.031;0.140;-.042360;.219900;-.2535000;0.054;0.208
54442;-0.044528;0.000051;0.221078;0.000063;-0.2540898;0.0000041;0.4611;0.0019;-0.124;0.095;-0.039;0.152;-.044540;.221140;-.2540960;0.121;0.213
54443;-0.046229;0.000048;0.222386;0.000061;-0.2544480;0.0000029;0.2693;0.0026;-0.111;0.076;-0.039;0.129;-.046240;.222440;-.2544350;0.129;0.102
54444;-0.047658;0.000038;0.223934;0.000063;-0.2546565;0.0000031;0.1619;0.0021;-0.093;0.082;-0.015;0.141;-.047670;.224010;-.2546530;0.073;0.011
54445;-0.049128;0.000026;0.225475;0.000042;-0.2548111;0.0000030;0.1724;0.0021;-0.076;0.294;0.004;0.340;-.049080;.225510;-.2548110;-0.023;-0.064
54446;-0.050267;0.000040;0.226629;0.000056;-0.2550355;0.0000029;0.2855;0.0021;-0.066;0.058;0.004;0.125;-.050290;.226700;-.2550260;-0.118;-0.171
54447;-0.051585;0.000039;0.227721;0.000054;-0.2553928;0.0000029;0.4308;0.0020;-0.064;0.058;-0.002;0.125;-.051600;.227790;-.2553980;-0.144;-0.170
54448;-0.053171;0.000040;0.228752;0.000054;-0.2559096;0.0000028;0.6136;0.0033;-0.061;0.058;-0.001;0.125;-.053130;.228890;-.2559140;-0.155;-0.158
54449;-0.054639;0.000041;0.230235;0.000054;-0.2566401;0.0000059;0.8569;0.0023;-0.082;0.061;0.008;0.145;-.054660;.230300;-.2566500;-0.110;-0.115
54450;-0.056140;0.000039;0.231776;0.000050;-0.2576265;0.0000036;1.1097;0.0034;-0.094;0.052;0.016;0.120;-.056160;.231830;-.2576480;-0.089;-0.094
54451;-0.057537;0.000036;0.233358;0.000048;-0.2588348;0.0000035;1.2885;0.0027;-0.113;0.051;0.025;0.131;-.057560;.233440;-.2588660;-0.113;-0.012
54452;-0.058917;0.000018;0.235029;0.000024;-0.2601572;0.0000039;1.3283;0.0026;-0.130;0.294;0.034;0.340;-.058890;.235040;-.2601600;-0.153;-0.007
54453;-0.060017;0.000028;0.236292;0.000039;-0.2614673;0.0000038;1.2959;0.0028;-0.142;0.051;0.023;0.340;-.060040;.236360;-.2614690;-0.162;-0.097
54454;-0.060975;0.000028;0.237661;0.000039;-0.2627327;0.0000039;1.2145;0.0024;-0.147;0.051;-0.014;0.340;-.061000;.237720;-.2627470;-0.097;-0.069
54455;-0.061900;0.000028;0.239308;0.000039;-0.2638347;0.0000030;0.9484;0.0032;-0.121;0.062;0.006;0.340;-.061850;.239340;-.2638500;-0.044;-0.033
54456;-0.062749;0.000028;0.240964;0.000040;-0.2646157;0.0000051;0.6410;0.0028;-0.106;0.074;0.003;0.340;-.062770;.241040;-.2646120;-0.003;-0.071
54457;-0.063827;0.000028;0.242669;0.000040;-0.2651691;0.0000048;0.4910;0.0033;-0.092;0.074;0.007;0.340;-.063840;.242720;-.2651770;0.126;-0.137
54458;-0.065280;0.000028;0.244436;0.000042;-0.2656432;0.0000041;0.4776;0.0026;-0.080;0.074;-0.008;0.340;-.065280;.244500;-.2656750;0.135;-0.167
54459;-0.067304;0.000017;0.246092;0.000037;-0.2661601;0.0000018;0.5715;0.0029;-0.064;0.041;-0.027;0.340;-.067310;.246160;-.2661780;0.208;-0.296
54460;-0.069490;0.000040;0.247613;0.000073;-0.2668075;0.0000042;0.7291;0.0025;-0.048;0.119;-0.026;0.141;-.069540;.247670;-.2668190;0.169;-0.171
54461;-0.071290;0.000040;0.249008;0.000074;-0.2676266;0.0000047;0.9114;0.0032;-0.036;0.119;-0.014;0.141;-.071300;.249180;-.2676240;0.051;-0.091
54462;-0.073031;0.000041;0.251045;0.000075;-0.2686216;0.0000048;1.0676;0.0034;-0.030;0.119;-0.003;0.141;-.072920;.250990;-.2686390;-0.063;0.130
54463;-0.074639;0.000042;0.252706;0.000076;-0.2697601;0.0000048;1.2187;0.0034;-0.015;0.132;0.017;0.138;-.074700;.252760;-.2696990;-0.190;0.398
54464;-0.076447;0.000042;0.254769;0.000076;-0.2710253;0.0000048;1.2688;0.0063;-0.028;0.132;0.035;0.138;-.076430;.254800;-.2709970;-0.323;0.673
54465;-0.078540;0.000045;0.256830;0.000076;-0.2722472;0.0000116;1.1672;0.0030;-0.045;0.178;0.040;0.194;-.078560;.256940;-.2722360;-0.411;0.830
54466;-0.080449;0.000035;0.258399;0.000033;-0.2733505;0.0000037;1.0378;0.0060;-0.053;0.294;0.030;0.340;-.080520;.258430;-.2733250;-0.425;0.824
54467;-0.081863;0.000053;0.260039;0.000065;-0.2743264;0.0000030;0.9192;0.0024;-0.054;0.092;0.024;0.274;-.081850;.260080;-.2743090;-0.251;0.553
54468;-0.083275;0.000053;0.261896;0.000065;-0.2751941;0.0000029;0.8160;0.0021;-0.054;0.092;0.022;0.274;-.083360;.261990;-.2751920;-0.004;0.116
54469;-0.085458;0.000053;0.263914;0.000065;-0.2759559;0.0000029;0.7051;0.0022;-0.054;0.092;0.000;0.274;-.085550;.263860;-.2759540;0.248;-0.279
54470;-0.087883;0.000053;0.265507;0.000065;-0.2766130;0.0000032;0.6202;0.0019;-0.004;0.074;-0.040;0.271;-.087910;.265560;-.2766100;0.313;-0.360
54471;-0.090256;0.000051;0.267118;0.000061;-0.2772064;0.0000025;0.5657;0.0022;0.013;0.091;-0.052;0.226;-.090280;.267180;-.2772040;0.292;-0.401
54472;-0.092558;0.000046;0.268783;0.000062;-0.2777461;0.0000029;0.5165;0.0021;0.034;0.108;-0.032;0.273;-.092590;.268840;-.2777500;0.178;-0.151
54473;-0.094398;0.000020;0.270623;0.000023;-0.2782620;0.0000033;0.5352;0.0027;0.051;0.119;-0.007;0.340;-.094440;.270670;-.2782630;0.074;0.035
54474;-0.096004;0.000026;0.272605;0.000069;-0.2788484;0.0000045;0.6496;0.0027;0.052;0.085;0.004;0.340;-.096010;.272660;-.2788590;0.013;0.154
54475;-0.097635;0.000025;0.274892;0.000068;-0.2795735;0.0000044;0.8008;0.0030;0.039;0.085;0.002;0.340;-.097640;.274960;-.2795810;0.018;0.242
54476;-0.099569;0.000025;0.277561;0.000070;-0.2804611;0.0000041;0.9854;0.0052;0.027;0.085;0.001;0.340;-.099540;.277530;-.2804620;0.085;0.149
54477;-0.101572;0.000023;0.280085;0.000079;-0.2815520;0.0000095;1.1931;0.0039;0.023;0.294;0.002;0.340;-.101590;.280150;-.2815510;0.140;0.022
54478;-0.103367;0.000036;0.282802;0.000081;-0.2828288;0.0000067;1.3452;0.0058;0.016;0.294;0.004;0.340;-.103380;.282850;-.2828280;0.167;-0.124
54479;-0.104991;0.000037;0.285718;0.000082;-0.2842081;0.0000067;1.3944;0.0042;-0.002;0.294;0.008;0.340;-.104990;.285780;-.2842180;0.132;-0.040
54480;-0.106815;0.000038;0.288747;0.000050;-0.2855937;0.0000049;1.3718;0.0041;-0.019;0.079;0.010;0.146;-.106910;.288700;-.2855960;0.071;-0.029
54481;-0.108824;0.000046;0.290999;0.000063;-0.2869114;0.0000046;1.2283;0.0037;0.014;0.123;0.023;0.127;-.108860;.291070;-.2869110;-0.003;0.043
54482;-0.110473;0.000046;0.292950;0.000063;-0.2880024;0.0000055;0.9412;0.0036;0.023;0.123;0.003;0.127;-.110440;.293000;-.2880150;-0.015;0.054
54483;-0.112091;0.000046;0.295035;0.000062;-0.2887964;0.0000055;0.6621;0.0041;0.036;0.123;-0.013;0.127;-.112140;.295010;-.2888040;-0.008;0.105
54484;-0.113941;0.000038;0.297073;0.000051;-0.2893575;0.0000060;0.4758;0.0041;0.049;0.146;-0.012;0.153;-.113980;.297120;-.2893450;0.002;0.016
54485;-0.115013;0.000037;0.299158;0.000051;-0.2897856;0.0000060;0.4023;0.0038;0.063;0.146;-0.015;0.153;-.115090;.299200;-.2897950;-0.007;-0.037
54486;-0.115107;0.000044;0.301631;0.000047;-0.2902156;0.0000048;0.4894;0.0039;0.075;0.105;-0.026;0.340;-.115090;.301660;-.2902240;0.039;-0.032
54487;-0.115044;0.000045;0.304374;0.000036;-0.2908076;0.0000051;0.7060;0.0028;0.081;0.294;-0.037;0.340;-.115060;.304500;-.2908380;0.067;-0.026
54488;-0.115437;0.000045;0.306780;0.000059;-0.2916466;0.0000030;0.9795;0.0029;0.081;0.067;-0.031;0.340;-.115360;.306820;-.2916540;0.143;-0.017
54489;-0.115873;0.000045;0.308996;0.000059;-0.2927596;0.0000029;1.2319;0.0021;0.079;0.067;-0.015;0.340;-.115850;.309060;-.2927420;0.170;0.037
54490;-0.116612;0.000045;0.311588;0.000059;-0.2940929;0.0000029;1.4318;0.0021;0.074;0.067;0.001;0.340;-.116630;.311590;-.2940900;0.235;0.010
54491;-0.117420;0.000044;0.313889;0.000060;-0.2955918;0.0000029;1.5376;0.0019;0.113;0.072;0.017;0.340;-.117460;.313930;-.2955850;0.218;0.106
54492;-0.117802;0.000036;0.316478;0.000057;-0.2971263;0.0000024;1.5181;0.0018;0.101;0.066;0.018;0.340;-.117830;.316520;-.2971300;0.173;0.089
54493;-0.117980;0.000027;0.319283;0.000055;-0.2986059;0.0000022;1.4324;0.0016;0.090;0.066;-0.004;0.340;-.117980;.319380;-.2985840;0.104;0.083
54494;-0.118504;0.000023;0.321767;0.000031;-0.2999634;0.0000022;1.2637;0.0015;0.081;0.078;-0.035;0.116;-.118470;.321870;-.2999550;0.104;0.091
54495;-0.119131;0.000029;0.324056;0.000031;-0.3011104;0.0000019;1.0261;0.0016;0.072;0.099;-0.043;0.107;-.119160;.324130;-.3011480;0.157;0.078
54496;-0.119621;0.000030;0.326429;0.000031;-0.3020219;0.0000023;0.8072;0.0016;0.083;0.099;-0.018;0.340;-.119640;.326490;-.3020230;0.190;0.121
54497;-0.119600;0.000029;0.329105;0.000029;-0.3027538;0.0000026;0.6753;0.0026;0.084;0.099;-0.018;0.340;-.119680;.329190;-.3027570;0.250;0.049
54498;-0.119541;0.000027;0.332327;0.000030;-0.3033934;0.0000046;0.6061;0.0022;0.100;0.100;-0.042;0.340;-.119540;.332400;-.3033770;0.247;0.115
54499;-0.119847;0.000025;0.335535;0.000028;-0.3039714;0.0000035;0.5532;0.0029;0.127;0.111;-0.059;0.340;-.119850;.335650;-.3039700;0.194;0.137
54500;-0.120482;0.000024;0.338344;0.000028;-0.3045322;0.0000035;0.5976;0.0029;0.151;0.113;-0.045;0.340;-.120530;.338410;-.3045230;0.132;0.082
54501;-0.120819;0.000016;0.341155;0.000025;-0.3052069;0.0000045;0.7627;0.0024;0.162;0.120;-0.016;0.340;-.120850;.341170;-.3052080;0.119;0.096
54502;-0.121295;0.000032;0.344006;0.000025;-0.3060705;0.0000034;0.9663;0.0028;0.157;0.104;0.004;0.109;-.121290;.344070;-.3060590;0.201;0.025
54503;-0.122017;0.000032;0.346837;0.000025;-0.3071492;0.0000033;1.1989;0.0023;0.137;0.104;0.013;0.109;-.122060;.346930;-.3071700;0.286;-0.062
54504;-0.122937;0.000032;0.349385;0.000025;-0.3084677;0.0000031;1.4296;0.0026;0.117;0.104;-0.012;0.340;-.122860;.349490;-.3084730;0.281;-0.144
54505;-0.123470;0.000034;0.351974;0.000023;-0.3099751;0.0000040;1.5603;0.0024;0.102;0.089;-0.023;0.109;-.123510;.352010;-.3099730;0.187;-0.125
54506;-0.123990;0.000045;0.354828;0.000032;-0.3115704;0.0000037;1.6371;0.0027;0.093;0.147;-0.044;0.104;-.123990;.354880;-.3115700;0.069;-0.091
54507;-0.124750;0.000051;0.357626;0.000032;-0.3132312;0.0000036;1.6594;0.0033;0.082;0.147;-0.058;0.104;-.124730;.357730;-.3132040;-0.040;-0.008
54508;-0.125553;0.000043;0.359900;0.000032;-0.3148228;0.0000054;1.4823;0.0024;0.072;0.195;-0.056;0.340;-.125660;.359980;-.3148290;-0.043;-0.061
54509;-0.126049;0.000043;0.361912;0.000050;-0.3161765;0.0000032;1.2474;0.0030;0.070;0.140;-0.050;0.340;-.126120;.361950;-.3161610;0.030;-0.070
54510;-0.125749;0.000043;0.364382;0.000050;-0.3173249;0.0000028;1.0346;0.0021;0.081;0.140;-0.054;0.340;-.125770;.364440;-.3172950;0.106;-0.058
54511;-0.125356;0.000043;0.367205;0.000049;-0.3182345;0.0000026;0.7882;0.0019;0.099;0.140;-0.054;0.340;-.125290;.367220;-.3182350;0.195;-0.018
54512;-0.125263;0.000032;0.369398;0.000046;-0.3189204;0.0000027;0.5990;0.0018;0.121;0.294;-0.046;0.340;-.125280;.369490;-.3189160;0.198;-0.028
54513;-0.125720;0.000021;0.371436;0.000046;-0.3194793;0.0000026;0.5501;0.0018;0.138;0.294;-0.043;0.340;-.125720;.371460;-.3194660;0.205;-0.105
54514;-0.126419;0.000033;0.373904;0.000046;-0.3200803;0.0000025;0.6804;0.0020;0.145;0.047;-0.056;0.340;-.126460;.373950;-.3200700;0.180;-0.122
54515;-0.126898;0.000039;0.376735;0.000027;-0.3208788;0.0000030;0.9266;0.0017;0.144;0.058;-0.068;0.340;-.126920;.376810;-.3208710;0.138;-0.067
54516;-0.127215;0.000042;0.379488;0.000035;-0.3219270;0.0000024;1.1531;0.0019;0.204;0.077;-0.059;0.340;-.127190;.379600;-.3219280;0.150;-0.068
54517;-0.127407;0.000042;0.382114;0.000035;-0.3231586;0.0000024;1.3005;0.0017;0.199;0.077;-0.037;0.340;-.127360;.382180;-.3231620;0.167;-0.048
54518;-0.127331;0.000041;0.384894;0.000034;-0.3244978;0.0000024;1.3573;0.0017;0.187;0.077;-0.016;0.340;-.127400;.384940;-.3245010;0.204;-0.067
54519;-0.127430;0.000041;0.387819;0.000033;-0.3258399;0.0000025;1.3144;0.0016;0.186;0.091;0.004;0.340;-.127450;.387880;-.3258410;0.264;-0.019
54520;-0.127204;0.000041;0.390862;0.000031;-0.3271139;0.0000021;1.2336;0.0017;0.173;0.044;-0.004;0.108;-.127220;.390920;-.3271040;0.346;-0.018
54521;-0.126840;0.000036;0.393780;0.000030;-0.3282884;0.0000024;1.0968;0.0016;0.169;0.042;-0.034;0.135;-.126850;.393880;-.3282890;0.354;-0.098
54522;-0.126357;0.000030;0.396451;0.000019;-0.3292838;0.0000025;0.8888;0.0016;0.165;0.043;-0.073;0.153;-.126360;.396460;-.3292830;0.287;0.003
54523;-0.125389;0.000031;0.398943;0.000029;-0.3300594;0.0000022;0.6609;0.0017;0.157;0.047;-0.093;0.140;-.125420;.399000;-.3300640;0.206;-0.027
54524;-0.124169;0.000031;0.401550;0.000029;-0.3306105;0.0000023;0.4478;0.0016;0.151;0.047;-0.089;0.140;-.124170;.401660;-.3306170;0.239;0.049
54525;-0.122782;0.000031;0.404071;0.000029;-0.3309702;0.0000024;0.2802;0.0026;0.159;0.047;-0.086;0.140;-.122840;.404090;-.3309730;0.269;-0.025
54526;-0.121347;0.000017;0.406726;0.000028;-0.3312030;0.0000046;0.2089;0.0017;0.207;0.047;-0.081;0.141;-.121340;.406780;-.3312050;0.335;-0.145
54527;-0.120102;0.000023;0.409720;0.000035;-0.3314376;0.0000025;0.2863;0.0026;0.237;0.294;-0.077;0.129;-.120120;.409810;-.3314100;0.374;-0.154
54528;-0.119073;0.000024;0.412686;0.000035;-0.3317839;0.0000025;0.3886;0.0018;0.255;0.294;-0.048;0.129;-.119090;.412740;-.3317940;0.366;-0.186
54529;-0.118128;0.000022;0.415958;0.000030;-0.3322419;0.0000027;0.5723;0.0019;0.255;0.294;-0.013;0.147;-.118130;.415930;-.3322410;0.335;-0.140
54530;-0.116963;0.000027;0.418908;0.000062;-0.3329699;0.0000029;0.8803;0.0020;0.240;0.040;0.009;0.137;-.117010;.418980;-.3329800;0.306;-0.138
54531;-0.115725;0.000027;0.421713;0.000062;-0.3339920;0.0000030;1.1567;0.0019;0.219;0.040;0.020;0.137;-.115700;.421800;-.3339920;0.292;-0.078
54532;-0.114692;0.000027;0.424420;0.000062;-0.3352701;0.0000025;1.3936;0.0027;0.195;0.040;0.021;0.137;-.114750;.424360;-.3352610;0.248;-0.046
54533;-0.113387;0.000023;0.426687;0.000064;-0.3367567;0.0000045;1.5632;0.0028;0.193;0.073;-0.058;0.340;-.113410;.426720;-.3367790;0.185;-0.060
54534;-0.111932;0.000023;0.429285;0.000064;-0.3383369;0.0000049;1.5540;0.0030;0.176;0.073;-0.107;0.340;-.111920;.429390;-.3383320;0.168;-0.057
54535;-0.110650;0.000025;0.431749;0.000062;-0.3398119;0.0000040;1.3863;0.0033;0.174;0.060;-0.144;0.340;-.110680;.431800;-.3398210;0.200;-0.019
54536;-0.109332;0.000018;0.434432;0.000024;-0.3410848;0.0000043;1.1446;0.0027;0.182;0.041;-0.143;0.111;-.109340;.434480;-.3410480;0.285;0.015
54537;-0.107998;0.000024;0.437552;0.000028;-0.3420864;0.0000036;0.8587;0.0028;0.193;0.047;-0.123;0.340;-.108000;.437580;-.3420790;0.306;0.004
54538;-0.106509;0.000023;0.440371;0.000028;-0.3428140;0.0000037;0.6083;0.0027;0.208;0.294;-0.080;0.340;-.106540;.440440;-.3428310;0.280;-0.033
54539;-0.104891;0.000023;0.443242;0.000029;-0.3433349;0.0000039;0.4538;0.0028;0.216;0.294;-0.088;0.340;-.104860;.443270;-.3433410;0.263;-0.074
54540;-0.102973;0.000024;0.445979;0.000029;-0.3437722;0.0000042;0.4512;0.0026;0.233;0.294;-0.089;0.340;-.103000;.446050;-.3437590;0.266;0.005
54541;-0.100888;0.000030;0.448895;0.000030;-0.3442790;0.0000033;0.5738;0.0027;0.255;0.294;-0.082;0.340;-.100920;.448950;-.3442790;0.291;0.054
54542;-0.098564;0.000031;0.452010;0.000030;-0.3449387;0.0000033;0.7530;0.0025;0.266;0.294;-0.079;0.340;-.098570;.452100;-.3449230;0.326;-0.014
54543;-0.096303;0.000049;0.455112;0.000031;-0.3458125;0.0000037;1.0148;0.0025;0.263;0.092;-0.076;0.130;-.096310;.455120;-.3458070;0.360;-0.041
54544;-0.094071;0.000048;0.457900;0.000032;-0.3469654;0.0000037;1.2678;0.0025;0.254;0.092;-0.066;0.130;-.094090;.457950;-.3469820;0.375;-0.085
54545;-0.091412;0.000049;0.460826;0.000030;-0.3483018;0.0000034;1.3819;0.0024;0.244;0.092;-0.047;0.130;-.091540;.460910;-.3483090;0.274;-0.249
54546;-0.088890;0.000049;0.463835;0.000030;-0.3497199;0.0000029;1.4682;0.0032;0.226;0.092;-0.031;0.130;-.088880;.463890;-.3497000;0.166;-0.240
54547;-0.086120;0.000047;0.466971;0.000023;-0.3512168;0.0000054;1.4905;0.0028;0.186;0.110;-0.034;0.145;-.086150;.467020;-.3512370;0.060;-0.219
54548;-0.083332;0.000047;0.470145;0.000023;-0.3526682;0.0000048;1.4147;0.0029;0.171;0.110;-0.039;0.145;-.083340;.470230;-.3526640;0.043;-0.116
54549;-0.080732;0.000018;0.473081;0.000033;-0.3540380;0.0000020;1.3141;0.0027;0.168;0.084;-0.058;0.160;-.080730;.473140;-.3540550;0.065;-0.012
54550;-0.078434;0.000019;0.475786;0.000033;-0.3552779;0.0000023;1.1579;0.0017;0.167;0.084;-0.088;0.160;-.078460;.475860;-.3552960;0.207;0.037
54551;-0.076233;0.000033;0.478424;0.000046;-0.3563440;0.0000027;0.9721;0.0018;0.165;0.097;-0.115;0.126;-.076250;.478390;-.3563460;0.338;0.073
54552;-0.074083;0.000033;0.480619;0.000046;-0.3572281;0.0000027;0.8042;0.0019;0.170;0.097;-0.132;0.126;-.074080;.480690;-.3572250;0.405;0.005
54553;-0.072206;0.000033;0.482888;0.000046;-0.3579641;0.0000027;0.6716;0.0020;0.187;0.097;-0.146;0.126;-.072210;.482900;-.3579610;0.446;-0.118
54554;-0.070592;0.000034;0.484905;0.000047;-0.3586006;0.0000029;0.6271;0.0023;0.225;0.084;-0.137;0.111;-.070630;.484990;-.3585960;0.411;-0.107
54555;-0.068699;0.000042;0.486637;0.000041;-0.3592562;0.0000036;0.6965;0.0023;0.248;0.082;-0.121;0.340;-.068730;.486710;-.3592500;0.365;-0.146
54556;-0.066552;0.000042;0.488155;0.000041;-0.3600254;0.0000036;0.8615;0.0027;0.255;0.082;-0.081;0.340;-.066550;.488210;-.3600370;0.346;-0.086
54557;-0.064485;0.000037;0.489820;0.000028;-0.3609934;0.0000041;1.0693;0.0028;0.243;0.071;-0.049;0.147;-.064470;.489850;-.3610020;0.288;-0.061
54558;-0.061950;0.000040;0.491630;0.000032;-0.3621803;0.0000043;1.3262;0.0030;0.223;0.060;-0.041;0.135;-.062000;.491700;-.3621680;0.278;-0.092
54559;-0.058930;0.000040;0.493516;0.000033;-0.3636382;0.0000043;1.5602;0.0029;0.205;0.060;-0.036;0.135;-.058980;.493600;-.3636690;0.264;-0.166
54560;-0.056101;0.000039;0.495378;0.000031;-0.3652840;0.0000040;1.7439;0.0035;0.152;0.066;-0.042;0.125;-.056090;.495410;-.3652810;0.313;-0.193
54561;-0.053580;0.000029;0.497020;0.000029;-0.3671218;0.0000054;1.9149;0.0032;0.129;0.081;-0.063;0.150;-.053610;.497080;-.3671190;0.285;-0.104
54562;-0.050858;0.000030;0.498706;0.000032;-0.3690469;0.0000049;1.8850;0.0036;0.117;0.094;-0.119;0.210;-.050890;.498780;-.3690420;0.229;0.025
54563;-0.047908;0.000026;0.500439;0.000029;-0.3708056;0.0000049;1.5963;0.0034;0.127;0.090;-0.163;0.207;-.047910;.500490;-.3708240;0.161;0.087
54564;-0.045071;0.000025;0.502411;0.000036;-0.3722139;0.0000048;1.2307;0.0034;0.148;0.111;-0.160;0.274;-.045120;.502460;-.3722200;0.129;0.013
54565;-0.042942;0.000028;0.504688;0.000052;-0.3732801;0.0000048;0.9042;0.0034;0.167;0.080;-0.135;0.198;-.042940;.504780;-.3732790;0.180;-0.033
54566;-0.041069;0.000029;0.506835;0.000052;-0.3740468;0.0000047;0.6511;0.0033;0.180;0.080;-0.132;0.198;-.041090;.506880;-.3740510;0.223;-0.155
54567;-0.038881;0.000029;0.508714;0.000052;-0.3746300;0.0000046;0.5412;0.0032;0.190;0.080;-0.152;0.198;-.038900;.508690;-.3746260;0.270;-0.163
54568;-0.036597;0.000027;0.510332;0.000053;-0.3751698;0.0000042;0.5532;0.0027;0.180;0.294;-0.126;0.103;-.036610;.510400;-.3751910;0.283;-0.224
54569;-0.034167;0.000029;0.511818;0.000052;-0.3757768;0.0000028;0.6865;0.0025;0.199;0.081;-0.134;0.340;-.034190;.511900;-.3757650;0.249;-0.202
54570;-0.031601;0.000024;0.512926;0.000046;-0.3765822;0.0000027;0.9381;0.0017;0.218;0.081;-0.124;0.340;-.031610;.513000;-.3765740;0.208;-0.066
54571;-0.029031;0.000019;0.513846;0.000024;-0.3776511;0.0000021;1.1842;0.0018;0.223;0.109;-0.101;0.340;-.029050;.513850;-.3776520;0.231;-0.064
54572;-0.026471;0.000026;0.514560;0.000047;-0.3789130;0.0000023;1.3177;0.0016;0.214;0.133;-0.076;0.111;-.026490;.514630;-.3789170;0.284;-0.063
54573;-0.023630;0.000026;0.515646;0.000047;-0.3802552;0.0000023;1.3573;0.0016;0.199;0.133;-0.061;0.111;-.023650;.515700;-.3802460;0.364;-0.182
54574;-0.020349;0.000026;0.517386;0.000048;-0.3816113;0.0000023;1.3478;0.0029;0.182;0.133;-0.057;0.111;-.020400;.517380;-.3816090;0.398;-0.232
54575;-0.016951;0.000022;0.519351;0.000047;-0.3829355;0.0000054;1.2922;0.0029;0.178;0.140;-0.070;0.133;-.016950;.519420;-.3829440;0.341;-0.237
54576;-0.013739;0.000023;0.521582;0.000047;-0.3841684;0.0000054;1.1546;0.0039;0.169;0.140;-0.077;0.133;-.013740;.521650;-.3841650;0.281;-0.279
54577;-0.010926;0.000036;0.523786;0.000046;-0.3852365;0.0000055;0.9922;0.0049;0.168;0.106;-0.096;0.107;-.010960;.523850;-.3852450;0.251;-0.346
54578;-0.008281;0.000032;0.525785;0.000020;-0.3861575;0.0000081;0.8438;0.0040;0.169;0.051;-0.124;0.340;-.008270;.525840;-.3861470;0.268;-0.275
54579;-0.005669;0.000043;0.527434;0.000025;-0.3869292;0.0000059;0.7107;0.0050;0.173;0.046;-0.152;0.340;-.005760;.527510;-.3869340;0.298;-0.317
54580;-0.003096;0.000043;0.528400;0.000024;-0.3875968;0.0000058;0.6313;0.0038;0.187;0.046;-0.170;0.340;-.003100;.528470;-.3875920;0.338;-0.261
54581;0.000034;0.000043;0.529139;0.000025;-0.3882007;0.0000048;0.5788;0.0038;0.213;0.046;-0.187;0.340;-.000050;.529180;-.3881940;0.343;-0.171
54582;0.003056;0.000043;0.529881;0.000026;-0.3887710;0.0000050;0.5762;0.0030;0.249;0.294;-0.184;0.340;.003070;.529960;-.3887900;0.331;-0.196
54583;0.006214;0.000038;0.530710;0.000032;-0.3893960;0.0000035;0.7021;0.0031;0.263;0.046;-0.175;0.340;.006180;.530770;-.3893850;0.342;-0.171
54584;0.009581;0.000039;0.531745;0.000039;-0.3902005;0.0000035;0.9037;0.0024;0.259;0.047;-0.146;0.340;.009550;.531810;-.3902030;0.327;-0.146
54585;0.012818;0.000027;0.533243;0.000036;-0.3912172;0.0000033;1.1467;0.0024;0.238;0.053;-0.133;0.340;.012900;.533220;-.3912160;0.333;-0.156
54586;0.015986;0.000027;0.534608;0.000036;-0.3925133;0.0000034;1.4478;0.0023;0.218;0.053;-0.150;0.340;.015980;.534730;-.3925140;0.347;-0.266
54587;0.018963;0.000027;0.535995;0.000036;-0.3940786;0.0000033;1.6461;0.0023;0.207;0.053;-0.160;0.340;.018940;.536070;-.3941030;0.347;-0.289
54588;0.021744;0.000027;0.536978;0.000035;-0.3957819;0.0000032;1.7734;0.0030;0.194;0.053;-0.136;0.340;.021730;.537050;-.3957760;0.330;-0.262
54589;0.024424;0.000018;0.537701;0.000027;-0.3976157;0.0000050;1.8716;0.0026;0.168;0.050;-0.142;0.340;.024420;.537750;-.3976160;0.344;-0.337
54590;0.027090;0.000021;0.538268;0.000016;-0.3994649;0.0000042;1.7894;0.0032;0.160;0.098;-0.168;0.340;.027070;.538360;-.3994700;0.300;-0.373
54591;0.030021;0.000021;0.538539;0.000017;-0.4011488;0.0000039;1.5702;0.0031;0.175;0.098;-0.199;0.340;.029980;.538610;-.4011510;0.342;-0.345
