MJD;X;sigma_X;Y;sigma_Y;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;dX;sigma_dX;dY;sigma_dY;bulB/X;bulB/Y;bulB/UT1-UTC;bulB/dX;bulB/dY
54276;0.198043;0.000049;0.420810;0.000081;-0.1567295;0.0000060;0.4477;0.0042;0.002;0.051;-0.458;0.340;.198010;.420880;-.1567370;0.007;-0.383
54277;0.200768;0.000063;0.419131;0.000034;-0.1571002;0.0000059;0.2992;0.0041;-0.001;0.065;-0.467;0.340;.200720;.419170;-.1571040;0.043;-0.372
54278;0.203325;0.000064;0.417684;0.000053;-0.1573316;0.0000057;0.1618;0.0042;0.009;0.095;-0.479;0.150;.203250;.417800;-.1573190;0.111;-0.435
54279;0.205250;0.000064;0.416354;0.000054;-0.1574263;0.0000060;0.0317;0.0040;0.023;0.095;-0.482;0.150;.205190;.416430;-.1574270;0.185;-0.440
54280;0.206777;0.000065;0.414883;0.000055;-0.1574177;0.0000056;-0.0305;0.0052;0.034;0.095;-0.474;0.150;.206730;.414890;-.1574270;0.205;-0.447
54281;0.207936;0.000066;0.413273;0.000056;-0.1573791;0.0000086;-0.0515;0.0041;0.028;0.131;-0.516;0.150;.207930;.413340;-.1573910;0.188;-0.445
54282;0.208657;0.000051;0.411599;0.000049;-0.1573384;0.0000060;-0.0016;0.0052;0.026;0.114;-0.524;0.132;.208650;.411680;-.1573510;0.124;-0.365
54283;0.209151;0.000028;0.409515;0.000048;-0.1574224;0.0000060;0.1876;0.0042;0.017;0.114;-0.528;0.132;.209120;.409590;-.1573980;0.039;-0.458
54284;0.209825;0.000021;0.407215;0.000022;-0.1577359;0.0000059;0.4437;0.0042;0.007;0.084;-0.518;0.340;.209790;.407270;-.1577350;0.013;-0.530
54285;0.210732;0.000049;0.405091;0.000028;-0.1583021;0.0000059;0.6766;0.0041;0.003;0.096;-0.500;0.121;.210720;.405160;-.1583090;-0.015;-0.599
54286;0.211828;0.000049;0.403024;0.000032;-0.1590702;0.0000057;0.8527;0.0039;0.002;0.096;-0.483;0.121;.211810;.403090;-.1590960;0.020;-0.545
54287;0.213194;0.000049;0.400834;0.000031;-0.1599823;0.0000052;0.9531;0.0061;-0.005;0.096;-0.464;0.121;.213120;.400910;-.1599810;0.022;-0.527
54288;0.214361;0.000053;0.398613;0.000031;-0.1609402;0.0000108;0.9450;0.0038;-0.047;0.134;-0.469;0.162;.214360;.398680;-.1609250;0.031;-0.558
54289;0.215186;0.000049;0.396252;0.000035;-0.1618205;0.0000056;0.7814;0.0061;-0.058;0.095;-0.470;0.129;.215180;.396320;-.1618360;0.014;-0.513
54290;0.215854;0.000061;0.393716;0.000048;-0.1624550;0.0000058;0.4739;0.0038;-0.068;0.089;-0.481;0.126;.215840;.393780;-.1624420;0.001;-0.448
54291;0.216740;0.000043;0.390979;0.000044;-0.1627775;0.0000050;0.1942;0.0040;-0.078;0.294;-0.489;0.340;.216690;.391080;-.1627780;0.011;-0.419
54292;0.217650;0.000045;0.388224;0.000043;-0.1628587;0.0000054;-0.0395;0.0037;-0.081;0.062;-0.497;0.118;.217660;.388350;-.1628620;-0.008;-0.413
54293;0.218519;0.000046;0.385698;0.000043;-0.1627207;0.0000054;-0.2064;0.0035;-0.068;0.062;-0.515;0.118;.218510;.385770;-.1627190;0.069;-0.367
54294;0.219533;0.000045;0.383106;0.000042;-0.1624729;0.0000045;-0.2921;0.0045;-0.038;0.062;-0.537;0.118;.219480;.383190;-.1624800;0.129;-0.351
54295;0.220788;0.000046;0.380437;0.000041;-0.1621757;0.0000073;-0.2600;0.0030;-0.018;0.090;-0.559;0.142;.220780;.380510;-.1621680;0.196;-0.424
54296;0.222043;0.000029;0.377837;0.000029;-0.1619977;0.0000040;-0.0934;0.0042;0.003;0.099;-0.539;0.122;.222040;.377900;-.1620120;0.141;-0.518
54297;0.223254;0.000028;0.375335;0.000029;-0.1619913;0.0000040;0.0803;0.0025;0.008;0.099;-0.519;0.122;.223230;.375420;-.1619930;0.081;-0.522
54298;0.224531;0.000021;0.372978;0.000025;-0.1621581;0.0000030;0.2532;0.0025;-0.002;0.100;-0.501;0.340;.224550;.372980;-.1621600;-0.024;-0.564
54299;0.225923;0.000033;0.370440;0.000042;-0.1624823;0.0000030;0.3798;0.0021;-0.017;0.100;-0.470;0.340;.225900;.370500;-.1624900;-0.040;-0.519
54300;0.227082;0.000033;0.367967;0.000043;-0.1628840;0.0000029;0.4052;0.0021;-0.035;0.100;-0.434;0.340;.227070;.368040;-.1628880;0.000;-0.497
54301;0.227847;0.000034;0.365432;0.000043;-0.1632638;0.0000029;0.3437;0.0037;-0.052;0.100;-0.419;0.340;.227870;.365450;-.1632620;0.073;-0.331
54302;0.228537;0.000030;0.362574;0.000041;-0.1635569;0.0000068;0.2386;0.0030;-0.086;0.111;-0.447;0.340;.228520;.362660;-.1635610;0.175;-0.266
54303;0.229152;0.000031;0.359670;0.000043;-0.1637250;0.0000053;0.0855;0.0043;-0.102;0.089;-0.461;0.340;.229130;.359720;-.1637280;0.182;-0.321
54304;0.229727;0.000031;0.357045;0.000043;-0.1637150;0.0000052;-0.1062;0.0041;-0.112;0.089;-0.465;0.340;.229720;.357090;-.1637170;0.156;-0.374
54305;0.230146;0.000016;0.355023;0.000025;-0.1635141;0.0000063;-0.2932;0.0036;-0.113;0.059;-0.473;0.103;.230130;.355050;-.1635100;0.031;-0.603
54306;0.230236;0.000040;0.352880;0.000024;-0.1631283;0.0000050;-0.4810;0.0041;-0.105;0.128;-0.489;0.111;.230210;.352960;-.1631580;-0.024;-0.630
54307;0.230260;0.000040;0.350635;0.000024;-0.1625735;0.0000052;-0.6045;0.0032;-0.090;0.128;-0.494;0.111;.230250;.350690;-.1625760;0.007;-0.605
54308;0.230108;0.000041;0.348361;0.000023;-0.1619526;0.0000040;-0.6279;0.0036;-0.075;0.128;-0.481;0.111;.230040;.348450;-.1619450;0.144;-0.441
54309;0.229232;0.000043;0.345782;0.000015;-0.1613571;0.0000049;-0.5330;0.0027;-0.064;0.172;-0.470;0.118;.229220;.345850;-.1613550;0.304;-0.189
54310;0.228559;0.000042;0.342891;0.000017;-0.1609274;0.0000037;-0.3157;0.0030;-0.062;0.122;-0.475;0.340;.228530;.342950;-.1609380;0.369;-0.100
54311;0.228123;0.000042;0.339998;0.000018;-0.1607406;0.0000036;-0.0538;0.0029;-0.069;0.122;-0.480;0.340;.228130;.340060;-.1607590;0.255;-0.203
54312;0.227647;0.000019;0.337050;0.000016;-0.1608255;0.0000045;0.2250;0.0027;-0.082;0.071;-0.475;0.340;.227590;.337140;-.1608330;0.017;-0.373
54313;0.227057;0.000024;0.334161;0.000045;-0.1611900;0.0000039;0.5019;0.0033;-0.094;0.095;-0.469;0.340;.227050;.334220;-.1611880;-0.224;-0.615
54314;0.226625;0.000024;0.331478;0.000045;-0.1618157;0.0000047;0.7379;0.0031;-0.135;0.066;-0.451;0.340;.226630;.331550;-.1618090;-0.114;-0.420
54315;0.226366;0.000025;0.329183;0.000045;-0.1626092;0.0000047;0.8042;0.0040;-0.137;0.066;-0.431;0.340;.226310;.329140;-.1626020;-0.182;-0.471
54316;0.225978;0.000024;0.326456;0.000047;-0.1633647;0.0000065;0.6922;0.0036;-0.143;0.078;-0.391;0.340;.225970;.326550;-.1633690;-0.219;-0.479
54317;0.225312;0.000038;0.323623;0.000047;-0.1639614;0.0000054;0.4836;0.0043;-0.162;0.077;-0.364;0.340;.225310;.323680;-.1639500;-0.178;-0.391
54318;0.224154;0.000038;0.320938;0.000048;-0.1643057;0.0000056;0.1965;0.0043;-0.185;0.080;-0.377;0.340;.224140;.320990;-.1643260;-0.108;-0.351
54319;0.222922;0.000040;0.318504;0.000042;-0.1643531;0.0000066;-0.0945;0.0036;-0.191;0.075;-0.416;0.340;.222840;.318560;-.1643570;-0.033;-0.354
54320;0.221402;0.000040;0.316002;0.000060;-0.1641402;0.0000044;-0.3150;0.0040;-0.168;0.088;-0.451;0.340;.221410;.316070;-.1641500;0.031;-0.357
54321;0.219685;0.000040;0.313362;0.000060;-0.1637527;0.0000044;-0.4467;0.0031;-0.128;0.088;-0.461;0.340;.219660;.313470;-.1637490;0.054;-0.410
54322;0.218129;0.000040;0.310941;0.000061;-0.1632897;0.0000043;-0.4496;0.0034;-0.095;0.088;-0.448;0.340;.218100;.310910;-.1632890;0.071;-0.514
54323;0.217275;0.000027;0.308211;0.000064;-0.1629074;0.0000052;-0.2909;0.0028;-0.073;0.091;-0.418;0.340;.217250;.308280;-.1629190;0.078;-0.446
54324;0.216928;0.000029;0.305667;0.000062;-0.1627287;0.0000037;-0.0697;0.0031;-0.064;0.068;-0.385;0.340;.216910;.305730;-.1627320;0.080;-0.413
54325;0.216696;0.000022;0.303281;0.000051;-0.1627481;0.0000034;0.0919;0.0032;-0.066;0.068;-0.365;0.340;.216680;.303350;-.1627650;0.045;-0.362
54326;0.216243;0.000018;0.301078;0.000019;-0.1628941;0.0000053;0.1983;0.0031;-0.081;0.294;-0.356;0.340;.216270;.301110;-.1629000;0.025;-0.396
54327;0.215443;0.000025;0.299083;0.000023;-0.1631343;0.0000053;0.2735;0.0037;-0.101;0.046;-0.347;0.340;.215440;.299130;-.1631310;-0.022;-0.429
54328;0.214173;0.000025;0.297374;0.000024;-0.1634100;0.0000052;0.2555;0.0035;-0.117;0.046;-0.332;0.340;.214160;.297440;-.1634150;-0.016;-0.424
54329;0.212718;0.000029;0.295393;0.000024;-0.1636412;0.0000046;0.2251;0.0045;-0.127;0.046;-0.327;0.340;.212710;.295510;-.1636470;-0.008;-0.426
54330;0.211605;0.000028;0.292821;0.000021;-0.1638584;0.0000074;0.1892;0.0031;-0.197;0.065;-0.353;0.340;.211580;.292890;-.1638680;-0.004;-0.315
54331;0.210856;0.000027;0.289897;0.000034;-0.1639945;0.0000041;0.0779;0.0041;-0.204;0.083;-0.358;0.340;.210830;.289960;-.1639890;0.012;-0.326
54332;0.210441;0.000028;0.286927;0.000034;-0.1640032;0.0000037;-0.0666;0.0027;-0.206;0.083;-0.354;0.340;.210410;.286970;-.1639920;0.022;-0.327
54333;0.210268;0.000022;0.284183;0.000033;-0.1638544;0.0000036;-0.2319;0.0025;-0.202;0.097;-0.358;0.340;.210230;.284310;-.1638540;-0.017;-0.287
54334;0.209620;0.000023;0.281987;0.000035;-0.1635470;0.0000033;-0.3744;0.0026;-0.194;0.088;-0.379;0.340;.209620;.282060;-.1635630;-0.059;-0.353
54335;0.208363;0.000018;0.279670;0.000036;-0.1631167;0.0000037;-0.4835;0.0024;-0.197;0.098;-0.398;0.340;.208360;.279720;-.1631290;-0.087;-0.418
54336;0.206616;0.000018;0.277304;0.000036;-0.1626133;0.0000036;-0.4927;0.0039;-0.179;0.098;-0.378;0.340;.206630;.277390;-.1626260;-0.058;-0.395
54337;0.204767;0.000016;0.274933;0.000025;-0.1621747;0.0000068;-0.3718;0.0028;-0.164;0.081;-0.353;0.120;.204760;.275010;-.1621900;-0.040;-0.376
54338;0.203046;0.000019;0.272515;0.000030;-0.1619039;0.0000043;-0.1485;0.0039;-0.160;0.095;-0.350;0.103;.203020;.272570;-.1619040;0.003;-0.360
54339;0.201813;0.000019;0.270335;0.000029;-0.1619012;0.0000039;0.1453;0.0032;-0.167;0.095;-0.361;0.103;.201790;.270390;-.1619180;0.025;-0.408
54340;0.200920;0.000017;0.268518;0.000025;-0.1622073;0.0000048;0.4775;0.0028;-0.182;0.106;-0.366;0.340;.200950;.268620;-.1622090;0.043;-0.482
54341;0.200115;0.000026;0.266984;0.000029;-0.1628444;0.0000040;0.7741;0.0031;-0.197;0.082;-0.363;0.340;.200100;.267040;-.1628670;-0.004;-0.512
54342;0.199384;0.000025;0.265448;0.000029;-0.1637131;0.0000039;0.9434;0.0026;-0.206;0.082;-0.355;0.340;.199380;.265500;-.1637150;-0.072;-0.405
54343;0.198755;0.000025;0.263705;0.000029;-0.1646908;0.0000033;0.9915;0.0031;-0.211;0.082;-0.337;0.340;.198690;.263820;-.1646850;-0.121;-0.367
54344;0.197888;0.000023;0.261846;0.000023;-0.1656418;0.0000047;0.8767;0.0036;-0.248;0.175;-0.304;0.340;.197890;.261920;-.1656480;-0.180;-0.335
54345;0.196733;0.000023;0.259794;0.000022;-0.1663995;0.0000063;0.6277;0.0028;-0.257;0.175;-0.291;0.340;.196720;.259850;-.1663970;-0.201;-0.337
54346;0.195374;0.000031;0.257784;0.000026;-0.1668888;0.0000029;0.3534;0.0035;-0.270;0.149;-0.303;0.340;.195340;.257840;-.1668980;-0.233;-0.330
54347;0.194060;0.000025;0.255821;0.000020;-0.1671221;0.0000030;0.1266;0.0022;-0.271;0.189;-0.334;0.340;.194050;.255910;-.1671050;-0.153;-0.365
54348;0.192609;0.000035;0.253834;0.000043;-0.1671855;0.0000032;0.0305;0.0024;-0.243;0.153;-0.360;0.340;.192600;.253830;-.1671780;-0.062;-0.276
54349;0.190624;0.000034;0.251772;0.000043;-0.1672280;0.0000037;0.0692;0.0024;-0.194;0.153;-0.362;0.340;.190630;.251850;-.1672570;0.016;-0.248
54350;0.188596;0.000035;0.249738;0.000044;-0.1673543;0.0000037;0.1991;0.0025;-0.155;0.086;-0.335;0.340;.188490;.249770;-.1673580;0.006;-0.204
54351;0.186892;0.000036;0.247667;0.000044;-0.1676475;0.0000034;0.3930;0.0029;-0.157;0.101;-0.286;0.340;.186880;.247710;-.1676630;-0.085;-0.194
54352;0.185592;0.000036;0.245981;0.000045;-0.1681518;0.0000044;0.6214;0.0029;-0.159;0.073;-0.257;0.340;.185570;.246040;-.1681440;-0.166;-0.194
54353;0.184362;0.000044;0.244355;0.000047;-0.1688705;0.0000048;0.7904;0.0034;-0.165;0.131;-0.253;0.340;.184340;.244430;-.1688830;-0.187;-0.162
54354;0.182809;0.000036;0.242554;0.000029;-0.1696996;0.0000053;0.8603;0.0032;-0.177;0.148;-0.256;0.340;.182880;.242600;-.1696980;-0.074;-0.244
54355;0.181159;0.000041;0.240513;0.000035;-0.1705945;0.0000041;0.9405;0.0034;-0.198;0.126;-0.246;0.107;.181070;.240540;-.1706030;0.064;-0.260
54356;0.179269;0.000041;0.238371;0.000035;-0.1715565;0.0000041;0.9486;0.0028;-0.216;0.126;-0.225;0.107;.179240;.238460;-.1715470;0.070;-0.221
54357;0.177351;0.000041;0.236257;0.000036;-0.1724534;0.0000039;0.8418;0.0033;-0.226;0.126;-0.215;0.107;.177360;.236370;-.1724560;-0.075;-0.209
54358;0.175120;0.000037;0.234201;0.000035;-0.1732319;0.0000051;0.7103;0.0025;-0.208;0.133;-0.224;0.116;.175130;.234270;-.1732400;-0.233;-0.103
54359;0.172392;0.000039;0.232182;0.000036;-0.1738663;0.0000032;0.5556;0.0029;-0.210;0.054;-0.240;0.142;.172370;.232250;-.1738730;-0.323;-0.092
54360;0.169670;0.000040;0.230276;0.000032;-0.1743497;0.0000029;0.4206;0.0022;-0.204;0.170;-0.245;0.142;.169640;.230330;-.1743480;-0.275;-0.093
54361;0.167264;0.000035;0.228443;0.000025;-0.1747126;0.0000031;0.3009;0.0022;-0.194;0.204;-0.248;0.139;.167250;.228550;-.1747170;-0.132;-0.182
54362;0.165202;0.000038;0.226625;0.000040;-0.1749626;0.0000034;0.2144;0.0024;-0.183;0.172;-0.262;0.102;.165180;.226690;-.1749420;-0.060;-0.202
54363;0.163131;0.000038;0.224743;0.000040;-0.1751793;0.0000036;0.2417;0.0024;-0.169;0.172;-0.270;0.102;.163140;.224830;-.1751940;0.004;-0.267
54364;0.160505;0.000038;0.222965;0.000041;-0.1754798;0.0000035;0.3704;0.0030;-0.154;0.172;-0.251;0.102;.160530;.222960;-.1754700;0.004;-0.212
54365;0.157663;0.000023;0.221067;0.000038;-0.1759364;0.0000049;0.5479;0.0031;-0.143;0.211;-0.226;0.340;.157640;.221100;-.1759620;0.021;-0.299
54366;0.154754;0.000027;0.219539;0.000038;-0.1766008;0.0000050;0.8008;0.0035;-0.140;0.107;-0.220;0.340;.154760;.219620;-.1765920;-0.007;-0.255
54367;0.151778;0.000026;0.217948;0.000038;-0.1775483;0.0000050;1.0845;0.0039;-0.151;0.107;-0.233;0.340;.151760;.218020;-.1775640;0.012;-0.313
54368;0.149077;0.000020;0.216330;0.000021;-0.1787930;0.0000061;1.4376;0.0037;-0.172;0.126;-0.243;0.340;.149050;.216340;-.1787830;0.005;-0.298
54369;0.146575;0.000022;0.214772;0.000048;-0.1803969;0.0000055;1.7108;0.0042;-0.190;0.101;-0.243;0.340;.146570;.214860;-.1804480;-0.037;-0.287
54370;0.144075;0.000023;0.213005;0.000048;-0.1821212;0.0000057;1.7039;0.0039;-0.195;0.101;-0.221;0.340;.144060;.213050;-.1821120;-0.062;-0.242
54371;0.141541;0.000024;0.211042;0.000048;-0.1837531;0.0000056;1.5423;0.0042;-0.199;0.101;-0.184;0.340;.141520;.211200;-.1837410;-0.102;-0.201
54372;0.138727;0.000018;0.209453;0.000051;-0.1851727;0.0000062;1.2815;0.0034;-0.198;0.068;-0.177;0.340;.138690;.209520;-.1851840;-0.121;-0.156
54373;0.136152;0.000026;0.207769;0.000054;-0.1863018;0.0000040;0.9778;0.0036;-0.202;0.049;-0.212;0.340;.136120;.207820;-.1862860;-0.127;-0.131
54374;0.133610;0.000025;0.206396;0.000054;-0.1871326;0.0000036;0.6872;0.0027;-0.184;0.049;-0.262;0.340;.133620;.206480;-.1871400;-0.095;-0.152
54375;0.130630;0.000024;0.205267;0.000032;-0.1877173;0.0000035;0.5201;0.0028;-0.159;0.294;-0.274;0.120;.130600;.205260;-.1877050;-0.077;-0.220
54376;0.127559;0.000026;0.203958;0.000038;-0.1882245;0.0000042;0.5082;0.0027;-0.138;0.060;-0.254;0.114;.127550;.204020;-.1882810;-0.065;-0.229
54377;0.124568;0.000025;0.202818;0.000038;-0.1887581;0.0000042;0.5694;0.0030;-0.115;0.060;-0.236;0.114;.124560;.202890;-.1888370;-0.045;-0.208
54378;0.121590;0.000026;0.201636;0.000038;-0.1893727;0.0000043;0.6588;0.0046;-0.088;0.060;-0.224;0.114;.121580;.201670;-.1893860;-0.016;-0.227
54379;0.118640;0.000018;0.200472;0.000026;-0.1900881;0.0000082;0.7855;0.0047;-0.106;0.069;-0.162;0.144;.118620;.200560;-.1900730;0.057;-0.199
54380;0.115724;0.000018;0.199295;0.000025;-0.1909505;0.0000083;0.9326;0.0048;-0.110;0.069;-0.139;0.144;.115700;.199370;-.1909510;0.100;-0.239
54381;0.112842;0.000022;0.198228;0.000045;-0.1919345;0.0000048;1.0235;0.0047;-0.123;0.055;-0.138;0.115;.112820;.198270;-.1919370;0.121;-0.209
54382;0.109821;0.000017;0.197474;0.000042;-0.1929803;0.0000045;1.0630;0.0031;-0.138;0.046;-0.150;0.340;.109810;.197560;-.1929800;0.053;-0.210
54383;0.106660;0.000022;0.196782;0.000049;-0.1940604;0.0000040;1.1022;0.0029;-0.156;0.078;-0.147;0.340;.106630;.196810;-.1940520;-0.019;-0.266
54384;0.103340;0.000022;0.195907;0.000048;-0.1951598;0.0000038;1.0668;0.0027;-0.174;0.078;-0.128;0.340;.103310;.195940;-.1951780;-0.131;-0.120
54385;0.100276;0.000022;0.194993;0.000049;-0.1961633;0.0000037;0.9395;0.0027;-0.181;0.078;-0.118;0.340;.100230;.195050;-.1961710;-0.043;-0.094
54386;0.097565;0.000022;0.194222;0.000049;-0.1970259;0.0000038;0.7736;0.0028;-0.180;0.078;-0.130;0.340;.097550;.194290;-.1970230;0.055;-0.017
54387;0.094896;0.000018;0.193534;0.000036;-0.1977044;0.0000042;0.5894;0.0024;-0.175;0.096;-0.153;0.110;.094880;.193590;-.1977000;0.143;-0.017
54388;0.092050;0.000018;0.192942;0.000037;-0.1982245;0.0000028;0.4647;0.0030;-0.162;0.082;-0.165;0.340;.092040;.193000;-.1982280;0.107;-0.091
54389;0.088972;0.000012;0.192518;0.000025;-0.1986506;0.0000044;0.3904;0.0027;-0.145;0.294;-0.168;0.340;.088940;.192570;-.1986410;0.068;-0.140
54390;0.085884;0.000023;0.192051;0.000044;-0.1990340;0.0000046;0.4023;0.0033;-0.125;0.041;-0.173;0.340;.085870;.192170;-.1990250;-0.020;-0.254
54391;0.082987;0.000023;0.191820;0.000044;-0.1994826;0.0000049;0.4963;0.0034;-0.107;0.041;-0.173;0.340;.082990;.191870;-.1995160;-0.064;-0.191
54392;0.079951;0.000023;0.191351;0.000045;-0.2000382;0.0000051;0.6250;0.0036;-0.093;0.041;-0.157;0.340;.079900;.191490;-.2000430;-0.068;-0.179
54393;0.076650;0.000023;0.190983;0.000044;-0.2007540;0.0000054;0.8179;0.0037;-0.108;0.294;-0.133;0.340;.076640;.191040;-.2007490;-0.091;-0.106
54394;0.073468;0.000030;0.190475;0.000040;-0.2016826;0.0000053;1.0366;0.0035;-0.111;0.294;-0.128;0.111;.073440;.190530;-.2016810;-0.099;-0.095
54395;0.070793;0.000030;0.190109;0.000040;-0.2028303;0.0000045;1.2645;0.0034;-0.122;0.294;-0.125;0.340;.070760;.190150;-.2028330;-0.108;-0.157
54396;0.068604;0.000043;0.190104;0.000019;-0.2042201;0.0000044;1.5179;0.0029;-0.148;0.294;-0.120;0.109;.068610;.190170;-.2042170;-0.092;-0.229
54397;0.066436;0.000042;0.190343;0.000032;-0.2058397;0.0000036;1.6920;0.0027;-0.174;0.294;-0.124;0.134;.066430;.190430;-.2058410;-0.089;-0.236
54398;0.064166;0.000042;0.190358;0.000032;-0.2075322;0.0000033;1.6505;0.0022;-0.181;0.294;-0.119;0.134;.064100;.190400;-.2075380;-0.072;-0.225
54399;0.061552;0.000043;0.190021;0.000032;-0.2090639;0.0000026;1.3786;0.0025;-0.179;0.294;-0.084;0.134;.061570;.190140;-.2090650;-0.087;-0.270
54400;0.058902;0.000042;0.190115;0.000034;-0.2102535;0.0000037;0.9990;0.0018;-0.200;0.294;-0.032;0.180;.058870;.190170;-.2102620;-0.167;-0.264
54401;0.056226;0.000042;0.190222;0.000037;-0.2110818;0.0000025;0.6790;0.0024;-0.212;0.052;-0.077;0.137;.056210;.190280;-.2110470;-0.214;-0.240
54402;0.053471;0.000038;0.190373;0.000050;-0.2116642;0.0000029;0.5171;0.0020;-0.186;0.107;-0.160;0.122;.053460;.190420;-.2116460;-0.239;-0.269
54403;0.050694;0.000039;0.190616;0.000043;-0.2121571;0.0000031;0.4783;0.0022;-0.131;0.130;-0.190;0.340;.050670;.190720;-.2121590;-0.144;-0.243
54404;0.047699;0.000038;0.190855;0.000042;-0.2126445;0.0000034;0.5104;0.0024;-0.095;0.130;-0.150;0.340;.047790;.191000;-.2126460;0.054;-0.137
54405;0.044863;0.000038;0.191004;0.000042;-0.2132016;0.0000037;0.6134;0.0027;-0.087;0.130;-0.114;0.340;.044820;.191060;-.2132210;0.235;-0.039
54406;0.042326;0.000038;0.191057;0.000043;-0.2138878;0.0000042;0.7657;0.0043;-0.083;0.130;-0.112;0.340;.042290;.191110;-.2139220;0.272;0.026
54407;0.040333;0.000038;0.191442;0.000042;-0.2147377;0.0000078;0.9320;0.0032;-0.093;0.188;-0.058;0.340;.040330;.191490;-.2147400;0.230;0.016
54408;0.038267;0.000018;0.192078;0.000025;-0.2157239;0.0000048;1.0144;0.0047;-0.101;0.294;-0.032;0.174;.038270;.192160;-.2157230;0.109;-0.045
54409;0.035961;0.000021;0.192502;0.000031;-0.2167456;0.0000051;1.0339;0.0035;-0.117;0.294;-0.016;0.174;.035930;.192580;-.2167550;0.012;-0.185
54410;0.034084;0.000021;0.192763;0.000032;-0.2177907;0.0000052;1.0502;0.0034;-0.128;0.294;-0.024;0.174;.034010;.192790;-.2177880;-0.030;-0.227
54411;0.032296;0.000034;0.193042;0.000039;-0.2188437;0.0000046;1.0596;0.0033;-0.132;0.085;-0.034;0.169;.032310;.193090;-.2188540;0.014;-0.231
54412;0.030226;0.000033;0.193211;0.000039;-0.2198927;0.0000042;1.0173;0.0030;-0.136;0.085;-0.035;0.169;.030220;.193270;-.2199120;0.053;-0.139
54413;0.027917;0.000033;0.193330;0.000040;-0.2208403;0.0000039;0.8610;0.0036;-0.136;0.085;-0.040;0.169;.027820;.193440;-.2208430;0.055;-0.153
54414;0.025312;0.000034;0.193394;0.000037;-0.2216009;0.0000059;0.6634;0.0028;-0.158;0.141;-0.036;0.151;.025300;.193460;-.2216020;0.010;-0.121
54415;0.022793;0.000034;0.193517;0.000032;-0.2221741;0.0000041;0.4867;0.0034;-0.146;0.111;-0.044;0.109;.022780;.193560;-.2221720;-0.042;-0.148
54416;0.020011;0.000039;0.194103;0.000039;-0.2225880;0.0000034;0.3512;0.0028;-0.129;0.111;-0.039;0.109;.019990;.194180;-.2225990;-0.113;-0.187
54417;0.016945;0.000029;0.194668;0.000036;-0.2229106;0.0000039;0.3182;0.0023;-0.110;0.069;-0.033;0.340;.016960;.194720;-.2229020;-0.098;-0.084
54418;0.014114;0.000027;0.194863;0.000045;-0.2232570;0.0000031;0.3831;0.0026;-0.090;0.092;-0.036;0.340;.014060;.194950;-.2232720;-0.028;0.020
54419;0.011107;0.000027;0.195414;0.000046;-0.2237199;0.0000035;0.5771;0.0023;-0.073;0.092;-0.036;0.340;.011110;.195490;-.2237400;0.031;0.083
54420;0.007917;0.000027;0.196015;0.000047;-0.2244401;0.0000035;0.8576;0.0027;-0.061;0.092;-0.026;0.340;.007910;.196130;-.2244400;0.088;0.029
54421;0.004604;0.000025;0.196380;0.000049;-0.2254306;0.0000041;1.1247;0.0023;-0.068;0.134;0.011;0.340;.004580;.196440;-.2254350;0.118;-0.087
54422;0.001416;0.000022;0.196978;0.000042;-0.2267003;0.0000030;1.4241;0.0030;-0.080;0.098;0.017;0.116;.001380;.197030;-.2266820;0.072;-0.091
54423;-0.001513;0.000047;0.198075;0.000050;-0.2282790;0.0000043;1.7239;0.0029;-0.096;0.090;0.029;0.116;-.001530;.198140;-.2282820;0.037;-0.228
54424;-0.004165;0.000047;0.199351;0.000040;-0.2301163;0.0000049;1.9283;0.0032;-0.119;0.058;0.045;0.127;-.004230;.199440;-.2301150;-0.007;-0.091
54425;-0.006882;0.000046;0.200754;0.000039;-0.2320969;0.0000047;2.0165;0.0034;-0.146;0.058;0.038;0.127;-.006940;.200790;-.2320970;-0.030;0.113
54426;-0.009427;0.000046;0.202254;0.000038;-0.2340972;0.0000047;1.9485;0.0033;-0.159;0.058;0.007;0.127;-.009450;.202310;-.2341160;-0.036;0.217
54427;-0.011891;0.000047;0.203678;0.000038;-0.2359395;0.0000046;1.7172;0.0042;-0.152;0.058;-0.001;0.127;-.011890;.203770;-.2359850;-0.093;0.269
54428;-0.014853;0.000048;0.204463;0.000038;-0.2375066;0.0000070;1.4107;0.0025;-0.173;0.085;0.020;0.111;-.014840;.204530;-.2375450;-0.089;0.238
54429;-0.018099;0.000022;0.204804;0.000026;-0.2387656;0.0000017;1.1182;0.0036;-0.180;0.118;0.010;0.340;-.018140;.204870;-.2387620;-0.056;0.077
54430;-0.020800;0.000022;0.205119;0.000026;-0.2397788;0.0000017;0.9330;0.0012;-0.169;0.118;-0.048;0.340;-.020840;.205170;-.2397680;-0.025;-0.005
54431;-0.023030;0.000030;0.205844;0.000030;-0.2406861;0.0000017;0.9115;0.0016;-0.128;0.115;-0.090;0.340;-.022980;.205870;-.2406890;0.066;-0.068
54432;-0.025254;0.000054;0.206892;0.000055;-0.2416457;0.0000026;1.0219;0.0016;-0.087;0.152;-0.076;0.102;-.025260;.206970;-.2416190;0.092;-0.099
54433;-0.027228;0.000054;0.208133;0.000056;-0.2427534;0.0000026;1.2028;0.0018;-0.071;0.152;-0.048;0.102;-.027290;.208170;-.2427080;0.158;0.039
